precio soles,precio dolares,direccion,ciudad,metros cuadrados,dormitorios,banios,estacionamientos,detalles,precio texto,descripcion,imagen,link_propiedad,filtro_precio,filtro_m2,filtro_banios,filtro_dorm,descripcion_optimizada,Tipo,SEO:Index,SEO:Slug,SEO:Title,SEO:Description
367000.0,,Av. San Felipe 1190,"Salaverry Et.2, Jesús María",47 m²,1 dorm.,,,1 dorm.  ,"S/ 367,000","La oportunidad de vivir a tu manera en San Felipe 1190. Proyecto con áreas comunes como piscina, zonas de parrilla, zona pet, sum de niños. Además está cerca a centros comerciales, universidades, restaurantes y conectado a avenidas principales.",https://img10.naventcdn.com/avisos/111/00/65/75/59/74/720x532/1489596575.jpg?rapc=bXZhX2ltYWdl?isFirstImage=true,https://www.adondevivir.com/propiedades/proyecto/ememefin-san-felipe-1190-144712904.html,"Menos de S/. 500,000",Menos de 50 m²,,1 dorm.,"Descubre el estilo de vida que sueñas en San Felipe 1190. Moderno proyecto con áreas comunes: piscina, zonas de parrilla, zona pet y espacios para niños. Ubicación estratégica cerca de centros comerciales, universidades y restaurantes en Jesús María. ¡Ideal para vivir a tu manera! 47 m², 1 dormitorio.",Compra,yes,san-felipe-1190-jesus-maria,Vida Moderna en San Felipe 1190,"Vive en San Felipe 1190, Jesús María. Disfruta de un proyecto moderno con piscina, zonas de parrilla y áreas para mascotas. Cerca de centros comerciales y universidades. 47 m², 1 dormitorio. ¡Ideal para tu estilo de vida!"
216000.0,,"Av. Gaviotas 176, Chorrillos","Las Gaviotas, Chorrillos",39 m²,1 dorm.,,,1 dorm.  ,"S/ 216,000","Gaviotas 176, ubicado a un paso de vías de rápido acceso, es el proyecto ideal, ya sea que estés buscando un acogedor espacio para toda tu familia o uno para ti solo. Nuestros departamentos de 1, 2 y 3 dormitorios, múltiples espacios de áreas comunes, están diseñados para satisfacer todas tus necesidades. ¿Estás listo para dar el primer paso hacia tu nuevo hogar en Chorrillos?",https://img10.naventcdn.com/avisos/111/01/43/77/17/28/720x532/1489596100.jpg?rapc=bXZhX2ltYWdl?isFirstImage=true,https://www.adondevivir.com/propiedades/proyecto/ememefin-gaviotas-176-143771852.html,"Menos de S/. 500,000",Menos de 50 m²,,1 dorm.,"Descubre tu nuevo hogar en Av. Gaviotas 176, Chorrillos. Moderno departamento de 39 m² con 1 dormitorio, ideal para quienes buscan comodidad y conexión a vías rápidas. Disfruta de amplias áreas comunes diseñadas para tu estilo de vida. ¡Haz realidad tu sueño de vivir en Chorrillos hoy!",Compra,yes,nuevo-hogar-av-gaviotas-chorrillos,"Moderno Departamento en Av. Gaviotas, Chorrillos","Descubre comodidad en Chorrillos con este moderno departamento de 39 m². Ideal para quienes buscan conexiones rápidas, con amplias áreas comunes para disfrutar. ¡Haz tu sueño realidad hoy!"
357000.0,,Av. Salaverry 2431,"San Isidro, Lima",41 m²,1 dorm.,,,1 dorm.  ,"S/ 357,000","Ubicado en San Isidro, está pensado y diseñado para todos aquellos que buscan comodidad, modernidad, seguridad y cercanía. Vive a un paso de centros comerciales, parques, universidades y de todo lo que necesitas.",https://img10.naventcdn.com/avisos/111/00/90/08/75/51/720x532/1489596382.jpg?rapc=bXZhX2ltYWdl?isFirstImage=true,https://www.adondevivir.com/propiedades/proyecto/ememefin-salaverry-2431-144499338.html,"Menos de S/. 500,000",Menos de 50 m²,,1 dorm.,"Descubre el estilo de vida que siempre quisiste en San Isidro. Modernidad y comodidad en 41 m² con 1 dormitorio. Ubicación estratégica cerca de centros comerciales, parques y universidades. Tu espacio ideal en una de las mejores zonas de Lima. ¡No pierdas esta oportunidad!",Compra,yes,san-isidro-departamento-moderno,Moderno Departamento en San Isidro,"Vive en San Isidro, Lima con este moderno departamento de 41 m². Un dormitorio, cercanía a centros comerciales, parques y universidades. ¡Oportunidad única en el corazón de la ciudad!"
387499.0,103333.0,Calle Carlos Arrieta 271,"Barranco, Lima",40 m²,1 dorm.,,,1 dorm.  ,"S/ 387,499 - USD 103,333","Creamos porque creemos en la elección de vivir en un lugar que te llene de orgullo. Y que tu hogar no es solo tu casa, sino también tu edificio, tu barrio, tu comunidad. Creemos en un enfoque arquitectónico potente, donde la simpleza, la precisión y la sinceridad de los materiales se unen para crear. espacios verdaderamente habitables. Arrieta271 destaca por sus líneas claras, su materialidad cruda y sus texturas. Un espacio que nos habla del buen barrio, la buena vibra, los buenos vecinos y nuevas historias. Departamentos Loft, Flats y Dúplex de 01 a 03 dormitorios, desde 40m2 hasta 137m2. Rooftop, Área de Parrillas, Gimnasio, Plaza Interna, Lobby, Sala Multiusos, y Estacionamientos. Edificio Pet Friendly y contará con gas natural.",https://img10.naventcdn.com/avisos/111/00/66/77/33/57/720x532/1459687222.jpg?rapc=bXZhX2ltYWdl?isFirstImage=true,https://www.adondevivir.com/propiedades/proyecto/ememvein-arrieta-271-142581990.html,"Menos de S/. 500,000",Menos de 50 m²,,1 dorm.,"Vive en Barranco, Lima: descubre Arrieta271, un refugio moderno con diseño arquitectónico impecable. Disfruta de departamentos desde 40m², rodeado de buen ambiente y comunidad. Beneficios exclusivos: Rooftop, área de parrillas, gimnasio y acogedoras zonas de encuentro. Edificio Pet Friendly con gas natural. Experimenta simplicidad y calidez en tu nuevo hogar.",Compra,yes,arrieta271-departamentos-barranco-lima,"Vive en Arrieta271, Barranco","Descubre Arrieta271 en Barranco, con departamentos desde 40m². Disfruta de diseño impecable, rooftop, gimnasio, áreas de parrillas y más. Pet Friendly y gas natural. Tu nuevo hogar en Lima te espera."
256400.0,,Calle Andromeda 880,"La Campiña, Chorrillos",47 m²,2 dorm.,,,2 dorm.  ,"S/ 256,400","Friendz 2 es un nuevo lanzamiento en el distrito de Chorrillos, un proyecto acogedor con pocos pisos, con opciones de departamentos de 2 y 3 dormitorios ideal para pequeñas y grandes familias. Cuenta con diversas áreas comunes de las cuales destaca un parque central, piscina, gimnasio equipado, sala infantil, sala de reuniones con bar y terraza, zona de parrillas entre otras más. Friendz 2 es un proyecto que aplicará a Bono Verde. Los precios indicados ya incluyen el Descuento Promocional. El precio indicado de S/. 231, 525* corresponde al dpto. A406 - Tipo 1D (vista jardin central) incluye todos los descuentos y el Bono Verde de S/13, 600 Soles (*Ver condiciones del precio final con ejecutivo de ventas) El precio indicado de S/ 279, 904 corresponde al dpto. A411 - Tipo 2O (vista interna) incluye todos los descuentos y el Bono Verde de S/. 13, 600 Soles.",https://img10.naventcdn.com/avisos/11/00/90/70/35/09/720x532/1388619845.jpg?isFirstImage=true,https://www.adondevivir.com/propiedades/proyecto/ememhvin-friendz-2-90703509.html,"Menos de S/. 500,000",Menos de 50 m²,,2-3 dorm.,"Descubre tu hogar ideal en La Campiña, Chorrillos. Este acogedor departamento de 47 m² con 2 dormitorios ofrece acceso a áreas comunes exclusivas: parque, piscina, gimnasio y más. Perfecto para familias, con beneficios del Bono Verde. ¡Vive en un entorno diseñado para tu confort!",Compra,yes,departamento-la-campina-chorrillos,"Acogedor departamento en La Campiña, Chorrillos","Descubre este departamento de 47 m² en La Campiña, Chorrillos. Con 2 dormitorios y acceso a parque, piscina y gimnasio, es perfecto para familias. ¡Aprovecha los beneficios del Bono Verde! Vive en un entorno diseñado para tu confort."
1843530.0,489000.0,Pedro Denegri Urb. Chama,"Chama, Santiago de Surco",394 m²,5 dorm.,5 baños,2 estac.,5 dorm.  5 baños 2 estac.,"S/ 1,843,530 - USD 489,000","Preguntar por Doris Solórzano Agente Inmobiliaria remax Talento, id de la propiedad 1. 1. 0. 8. 3. 2. 7. Hermosa casa de tres niveles con finos acabados, tiene un ingreso independiente al tercer piso (ideal para ser utilizada como departamento, consultorios u oficinas), tiene una ubicación estratégica, se encuentra a 1 cdra. Del óvalo Higuereta, a espalda del Colegio Alexander Von Humbolt, a 1 cdra. De la Av. Benavides y la Av. Tomás Marsano, muy cerca de centros comerciales, del Mercado “El Edén”, bancos, restaurantes, colegios, rodeado de parques y con fácil acceso a Miraflores. - Área Terreno: 256 m2- Área Construida: 393, 45 m2Descripción: 1er piso: - 02 estacionamientos. - Jardín exterior. - Amplia sala. - Comedor con iluminación natural. - Cómoda sala de estar. - Cocina estilo cerrado con muebles altos y bajos. - Bella terraza. - Lindo jardín interior c/. Parrilla y horno a la brasa. - Lavandería. - Depósito. - Baño de servicio. 2do piso: Todos los dormitorios son amplios e iluminados: - El dormitorio principal cuenta con clóset y baño incluido. - 02 dormitorios secundarios. - 02 baños completos. - 01 depósito grande o cuarto de servicio. 3er piso: - Sala – comedor. - Cocina. - Lavandería. - 01 baño de servicio. - 02 dormitorios amplios. - 02 baños completos. No dejes pasar esta oportunidad de vivir en una zona tranquila y segura. ¡Agenda tu visita hoy y da el primer paso hacia el hogar de tus sueños! ¡Contáctame ahora! Consultar con el Agente Inmobiliario encargado para mayor información Ver datos.",https://img10.naventcdn.com/avisos/111/01/44/81/05/64/360x266/1491073322.jpg?rapc=bXZhX2ltYWdl?isFirstImage=true,https://www.adondevivir.com/propiedades/clasificado/veclcain-venta-de-hermosa-casa-en-urb.-los-rosales-surco-144810577.html,"S/. 1,000,001 - S/. 2,000,000",Más de 200 m²,4-5 baños,4-5 dorm.,"Descubre esta impresionante casa de tres niveles en Santiago de Surco, con 5 dormitorios, 5 baños, y 2 estacionamientos. Espacios iluminados, terraza y jardín con parrilla. A un paso de servicios y zonas comerciales. El diseño y ubicación ideal para vivir o invertir. ¡Contáctanos y visita tu futuro hogar!",Compra,yes,casa-tres-niveles-santiago-surco,Impresionante Casa en Surco,"Descubre esta casa de 3 niveles en Surco con 5 dormitorios, terraza, jardín y parrilla. Ideal para vivir o invertir. ¡Contáctanos y visita tu futuro hogar!"
1147300.0,298000.0,"Malecón de la Marina, Miraflores","Miraflores, Lima",122 m²,3 dorm.,3 baños,1 estac.,3 dorm.  3 baños 1 estac.,"S/ 1,147,300 - USD 298,000","¡se vende departamento en el segundo piso con vista al mar en excelente zona de miraflores! Se vende hermoso departamento con vista a parque y al Malecón de la Marina, tiene ascensor directo al departamento, sala y comedor muy iluminados con excelente vista. La habitación principal con la vista al mar desde su terraza, tiene closet y baño completo. Cuenta con una agradable cocina con acceso a lavandería y área de servicio. Pasadizo con puerta privada a sala de tv/oficina que da acceso a los dos dormitorios adicionales del departamento y un baño completo. Cerca a las avenidas principales de: Av. El ejercito y Av. Gral. Mendiburu. Frente al parque Henry Dunnant, en el Malecón de la Marina. Muy cerca de reconocidos restaurantes, veterinarias, hospedajes, entre otros. Notas: - Cochera en primer nivel. - Edifico exclusivo, solo con 8 departamentos. - Mantenimiento 700 soles aproximadamente. Precio de venta: usd 298, 000¡Agenda una visita y aprovecha esta oportunidad de tener tu hogar en una excelente zona! Somos Romero y Asociados Grupo Inmobiliario S. A. C, Acreditados por el Ministerio de Vivienda, Construcción y Saneamiento con Registro de Agente Inmobiliario pj N* 1196. Te asesoramos y te apoyamos en todas las gestiones y tramites comerciales y bancarios hasta la entrega de las llaves de tu nuevo inmueble. ruc: Ver datos código_referencia",https://img10.naventcdn.com/avisos/111/01/44/99/33/02/360x266/1494923760.jpg?rapc=bXZhX2ltYWdl?isFirstImage=true,https://www.adondevivir.com/propiedades/clasificado/veclapin-venta-departamento-con-vista-al-mar-malecon-de-la-144993322.html,"S/. 1,000,001 - S/. 2,000,000",101 - 150 m²,2-3 baños,2-3 dorm.,"Ubicado en el prestigioso Malecón de la Marina, Miraflores, este departamento ofrece impresionantes vistas al mar y parque. Con 122 m², 3 dormitorios, 3 baños, estacionamiento, ascensor directo y un exclusivo edificio de solo 8 unidades, es el hogar perfecto. Agenda tu visita hoy y vive en el corazón de Lima.",Compra,yes,departamento-vista-mar-miraflores,Departamento exclusivo con vista al mar en Miraflores,"Vive en el exclusivo Malecón de la Marina, Miraflores. Departamento de 122 m², 3 dormitorios, 3 baños, con vista al mar y parque, estacionamiento y ascensor directo en un edificio exclusivo. ¡Agenda tu visita!"
1237500.0,330000.0,Calle San Bruno San Miguel,"San Miguel, Lima",160 m²,4 dorm.,3 baños,1 estac.,4 dorm.  3 baños 1 estac.,"S/ 1,237,500 - USD 330,000","¡oportunidad única en san miguel! Encantadora propiedad de 3 pisos ubicada en la tranquila calle San Bruno, con una generosa vista al parque y al complejo deportivo Santa Florencia del cual puedes ser socio en el distrito de San Miguel, cuenta una área de terreno de 160. 00 m² y una amplia área construida de 250. 00 m². Ideal para una familia grande, ¡contáctame! Tu nuevo hogar te espera. La casa cuenta en total con: 4 dormitorios, una cocina completa y 1 kitchenette, 3 baños completos y un 1/2 baño, jardín interno, una terraza vista a la ciudad, un estacionamiento. Se distribuye de la siguiente maneraPiso 1 Sala comedora con vista al jardínCocina kitchenette1 dormitorio con walking close y baño completo½ bañoTerraza, jardínCochera deposito Un mini departamento (Dormitorio, Sala comedor, cocina tipo Kitchenet) Piso 22 amplias habitaciones con closet1 mini departamento (Dormitorio, Sala comedor, cocina tipo Kitchenet) 1 sala de star1 Baño completoPiso 3Cuarto y baño de servicio completoAmplia terraza con vista a la ciudad Área de lavanderíaUbicación: - La casa está ubicada en la urbanización Santa Florencia, cuenta con vista al parque, a 5 minutos de Plaza San Miguel, zona residencial y tranquila. - Cerca de centros comerciales, mercados, bancos y otros negocios locales en el entorno, clínicas, hospitales- Supermercados más cercanos: Wong, Plaza vea, Tottus, Metro, Open Plaza a 10 minutos del centro comercial Salaverry- Colegios cercanos, colegio chino Juan xxiii, Buenas Nuevas, Innova School, Santa Ana, San Judas Tadeo etc. - Universidades más próximas: upc Sede San Miguel | pucp | unmsm | pacifico| Institutos: icpna | británico | Idiomas Católica | Confucio pucp - Accesible a principales vías: Av. La Marina, Av. Lima, Av. Universitaria, - A 10 minutos del hermoso balneario de la costa verde. Esta casa es ideal para quienes buscan vivir en un entorno tranquilo, pero con acceso rápido a las comodidades urbanas. ¡No pierdas esta oportunidad de ser el propietario de esta bonita casaPara más información o agendar una visita, R. U. C Ver datos",https://img10.naventcdn.com/avisos/111/01/44/63/47/05/360x266/1487531835.jpg?rapc=bXZhX2ltYWdl?isFirstImage=true,https://www.adondevivir.com/propiedades/clasificado/veclcain-venta-de-casa-frente-a-parque-en-la-mejor-zona-de-san-144634713.html,"S/. 1,000,001 - S/. 2,000,000",151 - 200 m²,2-3 baños,4-5 dorm.,"¡Descubre tu hogar perfecto en San Miguel! Espaciosa propiedad de 3 pisos en Calle San Bruno con 4 dormitorios, 3 baños, terraza con vista a la ciudad y un jardín interno. Disfruta de una ubicación privilegiada cerca de centros comerciales, colegios y playas. ¡Agenda tu visita ahora y vive en tranquilidad urbana!",Compra,yes,hogar-perfecto-san-miguel,Encuentra tu hogar ideal en San Miguel,"Espacioso hogar de 3 pisos en San Miguel con 4 dormitorios, 3 baños, terraza con vista y jardín interno. Ubicación privilegiada cerca de centros comerciales, colegios y playas. ¡Agende su visita y experimente la tranquilidad urbana hoy!"
7400000.0,2000000.0,Av. Javier Prado Este 40,"Los Cedros, Santiago de Surco",507 m²,3 dorm.,3 baños,1 estac.,3 dorm.  3 baños 1 estac.,"S/ 7,400,000 - USD 2,000,000","Se vende excelente terreno en Av. Javier Prado Este, frente al Tottus del Jockey Plaza. Excelente ubicación. - Área: 506. 70m2. Se Vende: us$ 2'000, 000. - Medidas perimétricas: Frente: 14ml, Lado Izquierdo: 36. 37ml, Lado Derecho: 36. 02ml, Fondo: 14ml. - Zonificación: cz -Comercio Zonal -Terreno con habilitación urbana de oficio. -Altura Máxima de Edificación: 10 Pisos - Usos: Comercio, Centro Empresarial, Financiero, Oficinas Administrativas. Citas: inmobiliaria mercedes solidoro - ims agentes. Contactos: 9. 9. 6. 5. 9. 4. 6. 3. 3. /. 9. 9. 8. 3. 0. 2. 9. 8. 9",https://img10.naventcdn.com/avisos/111/01/42/73/42/38/360x266/1439471228.jpg?rapc=bXZhX2ltYWdl?isFirstImage=true,https://www.adondevivir.com/propiedades/clasificado/vecltein-vendo-excelente-opcion-casa-como-terreno-507-m-sup2-142734289.html,"Más de S/. 3,000,000",Más de 200 m²,2-3 baños,2-3 dorm.,"Terreno excepcional en Av. Javier Prado Este, frente al Tottus del Jockey Plaza. Ideal para comercio o centro empresarial. Con habilitación urbana y capacidad para edificar hasta 10 pisos. Ubicación estratégica en uno de los distritos más prestigiosos, Santiago de Surco. ¡Oportunidad única! Contáctanos para más información.",Compra,yes,terreno-javier-prado-comercio-empresa,"Terreno en Javier Prado, Santiago de Surco","Oportunidad única de inversión en terreno ubicado en Av. Javier Prado Este, ideal para comercio o centro empresarial. Habilitación urbana para 10 pisos. Frente al Tottus del Jockey Plaza, en Santiago de Surco. ¡Contáctanos!"
862000.0,230000.0,ovalo bolognesi miraflores,"Miraflores, Lima",120 m²,3 dorm.,3 baños,1 estac.,3 dorm.  3 baños 1 estac.,"S/ 862,000 - USD 230,000","¡Descubre el hogar de tus sueños en el corazón de Miraflores! Presentamos un espacioso y acogedor departamento ubicado en el Óvalo Bolognesi, a tan solo unas cuadras del Malecón Cisneros, rodeado de una gran oferta de comercios y restaurantes, ideal para disfrutar de lo mejor de la ciudad. Ubicado en el sexto piso, este departamento cuenta con una hermosa terraza con vistas despejadas que inunda el ambiente de luz natural. Al ingresar, un elegante recibidor te da la bienvenida y te guía hacia la sala y comedor, espacios pensados para compartir momentos especiales en familia o con amigos. Cuenta con tres habitaciones amplias: la principal con un walk-in closet y baño privado, mientras que las dos habitaciones secundarias comparten un cómodo baño completo. Además, la cocina es sumamente amplia, ideal para los amantes de la gastronomía, e incluye un área de lavandería, cuarto y baño de servicio para mayor comodidad. Y no te preocupes por el estacionamiento, ya que el precio incluye una cochera. ¡No pierdas la oportunidad de conocer este confortable departamento que superará tus expectativas! Agenda una visita hoy mismo y descubre el lugar perfecto para vivir.",https://img10.naventcdn.com/avisos/111/01/44/98/55/32/360x266/1494716194.jpg?rapc=bXZhX2ltYWdl?isFirstImage=true,https://www.adondevivir.com/propiedades/clasificado/veclapin-lindo-e-iluminado-flat-en-ovalo-bolognesi-a-pasos-del-144985585.html,"S/. 500,001 - S/. 1,000,000",101 - 150 m²,2-3 baños,2-3 dorm.,"Descubre un luminoso departamento en el corazón de Miraflores, con 3 dormitorios, 3 baños y una cochera. Goza de una terraza con vistas despejadas, amplia cocina y área de lavandería. A pasos del Malecón Cisneros, rodeado de comercios y restaurantes. ¡Este es tu nuevo hogar! Agenda tu visita hoy.",Compra,yes,departamento-luminoso-miraflores,Luminoso Departamento en Miraflores,"Descubre tu nuevo hogar en Miraflores, con 3 dormitorios, 3 baños, terraza, y vistas despejadas. A pasos del Malecón Cisneros y rodeado de comercios. ¡Agenda tu visita hoy!"
410000.0,110000.0,"Coronel Francisco Bolognesi 839, San Miguel","San Miguel, Lima",73 m²,3 dorm.,2 baños,1 estac.,3 dorm.  2 baños 1 estac.,"S/ 410,000 - USD 110,000","Este lindo y muy bien distribuido departamento ubicado dentro de un condominio cerrado, te espera para que lo hagas tu nuevo hogar. Se encuentra ubicado en la cuadra 8 de la Calle Francisco Bolognesi, a tan solo 5 cuadras de la Avenida La Marina, a 6 cuadras de la Avenida Universitaria y a 8 cuadras del Malecón de San Miguel. Muy cerca de colegios, como el Colegio Santa Ana y el Colegio Peruano Chino Juan xxiii. Rodeado de parques, restaurantes, supermercados, farmacias y bancos; a menos de 10 minutos del Centro Comercial Plaza San Miguel y del Gran Mercado de Magdalena. Muy cerca también de universidades como la Pontificia Universidad Católica del Perú (pucp) o la Universidad Mayor de San Marcos. Características: • 73 m2• 3 dormitorios • 2 baños completos• Cocina cerrada • Amplia sala comedor • Balcón• Piso 2• Ascensor• 1 estacionamiento• Pet friendlyEste bello y acogedor departamento de 73m2 muy bien distribuidos está ubicado en el segundo piso de un condominio muy seguro ubicado dentro de otro condominio en el distrito de San Miguel. Cuenta con 3 dormitorios amplios, el dormitorio principal tiene baño incorporado. Los otros dos dormitorios comparten un baño. La sala-comedor es amplia y cuenta con un lindo balcón con sol y sombra que se integra a la zona social y le da mucha vida al departamento. La cocina tiene buen tamaño y es cerrada, también tiene buen espacio de lavandería. Los pisos de parquet de todo el departamento han sido recientemente pulidos y se ve como nuevo. Además, todas las puertas han sido cambiadas por lo que son completamente nuevas. El condominio tiene 18 años de antigüedad y cuenta con ascensor. El precio incluye un estacionamiento. El mantenimiento mensual es de S/. 140 aproximadamente. Contacto: Sandra Dulanto 9. 5. 3. 7. 2. 3. 7. 6. 4. -Jessica Tapia &amp;amp;amp;amp; Asociados está a tu servicio para ayudarte a vender, comprar o alquilar tu propiedad en Lima y, por extensión, en todo Perú. Ofrecemos a nuestros clientes un trato profesional y personalizado para acompañarlos en todo el proceso de la operación, desde conseguirle un comprador y/o inquilino con todas las garantías, hasta buscarle ese inmueble que siempre quiso comprar y/o alquilar pero todavía no ha dado con el que cumpla con sus necesidades reales. Visítanos en nuestra página ventadepartamentosenlima",https://img10.naventcdn.com/avisos/111/01/44/46/06/07/360x266/1483737085.jpg?rapc=bXZhX2ltYWdl?isFirstImage=true,https://www.adondevivir.com/propiedades/clasificado/veclapin-moderno-departamento-en-san-miguel-144460622.html,"Menos de S/. 500,000",50 - 100 m²,2-3 baños,2-3 dorm.,"Ubicado en el corazón de San Miguel, este hermoso departamento de 73 m² ofrece 3 dormitorios, 2 baños completos, cocina cerrada y un balcón encantador. Disfruta de un entorno seguro en un condominio con ascensor y estacionamiento incluido. Ideal para quienes buscan comodidad y una excelente ubicación.",Compra,yes,departamento-en-san-miguel-con-balcon,Hermoso Departamento en San Miguel con Balcón,"Descubre este encantador departamento de 73 m² en San Miguel, con 3 dormitorios, 2 baños, cocina cerrada y balcón. Ubicado en un condominio seguro con ascensor y estacionamiento. Ideal para comodidad y excelente ubicación."
223000.0,59000.0,"Jr Santa Rita de Casia 149, Carabayllo 15318","Santo Domingo, Carabayllo",98 m²,3 dorm.,2 baños,,3 dorm.  2 baños ,"S/ 223,000 - USD 59,000","Estos lindos depas se encuentran en la Etapa 12 de la Urb. Santo Domingo de Carabayllo, muy cerca a las avenidas principales, a 5 min de la estación Chimpuocllo del Metropolitano, frente a un lindo parque con vigilancia las 24hrs, también hay colegios reconocidos, mercados Katuna, farmacias, gimnasios, grifos, etc. Si eres amante de los diseños modernos, acabados de buena calidad y espacios amplios, uno de estos departamentos es para ti, pues sus ambientes son super espaciosos e iluminados. Área: 98 m2distribución: •Sala comedor amplio con balcón •Cocina con reposteros altos y bajos adaptados para cada electrodoméstico, mesa de granito, y gas natural. •Lavandería con punto para conectar lavadora, y cuenta con therma •3 habitaciones, habitación principal con baño •2 baños completos con muebles de melamine*Los techos del departamento tienen una altura de 2. 8 m*La puerta principal del edificio es eléctrica y todos los departamentos cuentan con intercomunicador. Departamento disponibles y precio: 3er piso: $61, 0004to piso: $59, 000Si te gustaron puedes agendar tu visita con Daisy Díaz al 927. 682. 707 y elegir el tuyo!!",https://img10.naventcdn.com/avisos/111/01/44/25/65/52/360x266/1479241289.jpg?rapc=bXZhX2ltYWdl?isFirstImage=true,https://www.adondevivir.com/propiedades/clasificado/veclapin-se-vende-depas-en-estreno-frente-a-parque-144256567.html,"Menos de S/. 500,000",50 - 100 m²,2-3 baños,2-3 dorm.,"Descubre tu nuevo hogar en Carabayllo: modernos departamentos con 3 dormitorios, 2 baños completos, cocina equipada y sala-comedor con balcón. Ubicados frente a un parque, cerca de colegios, mercados y más. Disfruta de espacios amplios, luz natural y seguridad 24/7. ¡Agenda tu visita hoy!",Compra,yes,modernos-departamentos-carabayllo,Tu nuevo hogar en Carabayllo,"Descubre modernos departamentos en Carabayllo con 3 dormitorios, balcón y cocina equipada, frente a parque. Cerca de colegios y mercados. Seguridad 24/7. ¡Visítanos!"
1482250.0,395000.0,Calle Anchorena 001,"San Isidro, Lima",146 m²,3 dorm.,2 baños,1 estac.,3 dorm.  2 baños 1 estac.,"S/ 1,482,250 - USD 395,000","No dejes pasar esta oportunidad de vivir en San Isidro en un precioso departamento ubicado en Anchorena San Isidro totalmente remodelado desde donde podrá tener una linda a Golf. Área total 146 m2. Piso 8. Vista al Golf. Hall de ingreso. Sala con vista al Golf. Comedor. Baño de visita. Sala de estar. 3 dormitorios principal con closet y baño incorporado, vista al Golf. 2 dormitorios secundarios con closets y escritorio. Cocina totalmente equipada y remodelada. Lavandería con lavadora y secadora. Cuarto y baño de servicio. Ventanas antirruido. El departamento se encuentra totalmente remodelado finos acabados, impecable listo para mudarse. Antigüedad 35 años totalmente remodelado, se cambiaron tuberías de agua, desagüe y cableado de electricidad. 1 estacionamiento paralelo semi techado. Mantenimiento S/. 432. 00. Incluye Mantenimiento 24 / 7 incluye portero y vigilancia. Lobby de ingreso con recepción. Intercomunicador. Precio de venta negociable $395, 000. Precio en soles referencial al cambio del dólar",https://img10.naventcdn.com/avisos/111/01/43/96/11/76/360x266/1471855420.jpg?rapc=bXZhX2ltYWdl?isFirstImage=true,https://www.adondevivir.com/propiedades/clasificado/veclapin-no-dejes-pasar-la-oportunidad-vive-en-san-isidro-143961260.html,"S/. 1,000,001 - S/. 2,000,000",101 - 150 m²,2-3 baños,2-3 dorm.,"Descubre el lujo y confort en San Isidro. Remodelado, con vista al Golf, este departamento de 146 m² ofrece 3 dormitorios, 2 baños y estacionamiento. Equipado con cocina moderna, ventanas antirruido y vigilancia 24/7. Ideal para quienes buscan calidad de vida en el corazón de Lima. ¡Mudanza inmediata!",Compra,yes,lujo-confort-departamento-golf-san-isidro,Departamento de Lujo con Vista al Golf en San Isidro,"Vive el lujo en San Isidro con este amplio departamento remodelado. Disfruta de 146 m², 3 dormitorios, 2 baños, cocina moderna y vistas al Golf. Seguridad 24/7 y mudanza inmediata. Ideal para una calidad de vida superior en Lima."
